Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y, A2*, A1*, F1*, F1P*, F2*, F2P*, Y*
1, Run: 051, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 052, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 053, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 054, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 055, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 056, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 057, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 058, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 059, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 060, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 061, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 062, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 063, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 064, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 065, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 066, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 067, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 068, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 069, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 070, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 071, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 072, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 073, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 074, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 075, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 076, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 077, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 078, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 079, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 080, P, 34, 20, 0, 0, 0, 0, 5
1, Run: 081, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 082, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 083, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 084, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 085, P, 33, 21, 0, 0, 0, 0, 5
1, Run: 086, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 087, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 088, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 089, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 090, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 091, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 092, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 093, P, 34, 21, 0, 0, 0, 0, 5
1, Run: 094, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 095, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 096, P, 33, 20, 0, 0, 0, 0, 5
1, Run: 097, P, 34, 19, 0, 0, 0, 0, 5
1, Run: 098, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 099, P, 33, 19, 0, 0, 0, 0, 5
1, Run: 100, P, 33, 19, 0, 0, 0, 0, 5
10, Run: 001, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 002, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 003, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 004, P, 15, 1, 0, 0, 0, 0, 5
10, Run: 005, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 006, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 007, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 008, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 009, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 010, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 011, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 012, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 013, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 014, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 015, P, 15, 2, 0, 0, 0, 0, 5
10, Run: 016, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 017, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 018, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 019, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 020, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 021, P, 14, 3, 0, 0, 0, 0, 5
10, Run: 022, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 023, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 024, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 025, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 026, P, 16, 1, 0, 0, 0, 0, 5
10, Run: 027, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 028, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 029, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 030, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 031, P, 14, 2, 0, 0, 0, 0, 5
10, Run: 032, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 033, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 034, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 035, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 036, P, 13, 3, 0, 0, 0, 0, 5
10, Run: 037, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 038, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 039, P, 14, 2, 0, 0, 0, 0, 5
10, Run: 040, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 041, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 042, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 043, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 044, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 045, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 046, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 047, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 048, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 049, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 050, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 051, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 052, P, 14, 2, 0, 0, 0, 0, 5
10, Run: 053, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 054, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 055, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 056, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 057, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 058, P, 13, 3, 0, 0, 0, 0, 5
10, Run: 059, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 060, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 061, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 062, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 063, P, 14, 0, 0, 0, 0, 0, 5
10, Run: 064, P, 14, 3, 0, 0, 0, 0, 5
10, Run: 065, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 066, P, 14, 2, 0, 0, 0, 0, 5
10, Run: 067, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 068, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 069, P, 15, 1, 0, 0, 0, 0, 5
10, Run: 070, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 071, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 072, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 073, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 074, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 075, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 076, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 077, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 078, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 079, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 080, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 081, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 082, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 083, P, 13, 3, 0, 0, 0, 0, 5
10, Run: 084, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 085, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 086, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 087, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 088, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 089, P, 13, 1, 0, 0, 0, 0, 5
10, Run: 090, P, 14, 2, 0, 0, 0, 0, 5
10, Run: 091, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 092, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 093, P, 13, 0, 0, 0, 0, 0, 5
10, Run: 094, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 095, P, 14, 3, 0, 0, 0, 0, 5
10, Run: 096, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 097, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 098, P, 13, 2, 0, 0, 0, 0, 5
10, Run: 099, P, 14, 1, 0, 0, 0, 0, 5
10, Run: 100, P, 13, 2, 0, 0, 0, 0, 5
11, Run: 001, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 002, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 003, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 004, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 005, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 006, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 007, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 008, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 009, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 010, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 011, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 012, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 013, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 014, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 015, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 016, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 017, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 018, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 019, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 020, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 021, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 022, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 023, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 024, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 025, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 026, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 027, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 028, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 029, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 030, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 031, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 032, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 033, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 034, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 035, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 036, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 037, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 038, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 039, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 040, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 041, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 042, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 043, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 044, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 045, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 046, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 047, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 048, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 049, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 050, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 051, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 052, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 053, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 054, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 055, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 056, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 057, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 058, P, 82, 89, 0, 0, 0, 0, 5
11, Run: 059, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 060, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 061, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 062, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 063, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 064, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 065, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 066, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 067, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 068, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 069, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 070, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 071, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 072, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 073, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 074, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 075, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 076, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 077, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 078, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 079, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 080, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 081, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 082, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 083, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 084, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 085, P, 82, 88, 0, 0, 0, 0, 5
11, Run: 086, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 087, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 088, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 089, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 090, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 091, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 092, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 093, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 094, P, 81, 89, 0, 0, 0, 0, 5
11, Run: 095, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 096, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 097, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 098, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 099, P, 81, 88, 0, 0, 0, 0, 5
11, Run: 100, P, 81, 88, 0, 0, 0, 0, 5
12, Run: 001, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 002, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 003, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 004, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 005, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 006, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 007, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 008, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 009, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 010, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 011, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 012, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 013, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 014, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 015, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 016, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 017, P, 157, 169, 0, 0, 0, 0, 5
12, Run: 018, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 019, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 020, P, 157, 169, 0, 0, 0, 0, 5
12, Run: 021, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 022, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 023, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 024, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 025, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 026, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 027, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 028, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 029, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 030, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 031, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 032, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 033, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 034, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 035, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 036, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 037, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 038, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 039, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 040, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 041, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 042, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 043, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 044, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 045, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 046, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 047, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 048, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 049, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 050, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 051, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 052, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 053, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 054, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 055, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 056, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 057, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 058, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 059, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 060, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 061, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 062, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 063, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 064, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 065, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 066, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 067, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 068, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 069, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 070, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 071, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 072, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 073, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 074, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 075, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 076, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 077, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 078, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 079, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 080, P, 157, 169, 0, 0, 0, 0, 5
12, Run: 081, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 082, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 083, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 084, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 085, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 086, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 087, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 088, P, 158, 168, 0, 0, 0, 0, 5
12, Run: 089, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 090, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 091, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 092, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 093, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 094, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 095, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 096, P, 157, 169, 0, 0, 0, 0, 5
12, Run: 097, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 098, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 099, P, 157, 168, 0, 0, 0, 0, 5
12, Run: 100, P, 157, 168, 0, 0, 0, 0, 5
13, Run: 001, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 002, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 003, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 004, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 005, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 006, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 007, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 008, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 009, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 010, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 011, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 012, P, 12, 11, 0, 0, 0, 0, 5
13, Run: 013, P, 12, 11, 0, 0, 0, 0, 5
13, Run: 014, P, 13, 10, 0, 0, 0, 0, 5
13, Run: 015, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 016, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 017, P, 11, 12, 0, 0, 0, 0, 5
13, Run: 018, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 019, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 020, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 021, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 022, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 023, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 024, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 025, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 026, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 027, P, 11, 12, 0, 0, 0, 0, 5
13, Run: 028, P, 11, 12, 0, 0, 0, 0, 5
13, Run: 029, P, 11, 12, 0, 0, 0, 0, 5
13, Run: 030, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 031, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 032, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 033, P, 11, 11, 0, 0, 0, 0, 5
13, Run: 034, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 035, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 036, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 037, P, 11, 10, 0, 0, 0, 0, 5
13, Run: 038, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 039, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 040, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 041, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 042, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 043, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 044, P, 10, 11, 0, 0, 0, 0, 5
13, Run: 045, P, 10, 10, 0, 0, 0, 0, 5
13, Run: 046, P, 12, 11, 0, 0, 0, 0, 5
13, Run: 047, P, 10, 11, 0, 0, 0, 0, 5
